,0
6171,"""사법부 개혁에 앞서 조국의 양파같은 껍질을 버끼고 구속수사하는게 우선인듯하다. 이런사람이 서울대 법대 교수였다니 그러니 고유정변호사같은 넘들이 많이 나오지"""
6172,"""좌빨 내로남불 모범케이스 우파는  겉과속  똑같이 썩어도\n좌파는 열내면서 정의 외치고 안으로 더곪았다 조국  말도 더럽게 하더니  진꼴통이네"""
6173,"""뭐 저렇게 떠들어봤자 문재인은 귀 쳐막고 임명하겠지. 문재인이 지금껏 다른사람 말을 경청하는것 봤어? 걍 무조건 자기 맘대로 밀고나가지. 어차피 못막아. 하지만, 조국이 얼마나 겉과 속이 다른 인간인지, 사노맹이 뭐하던 단체였는지 국민들한테 알리는게 중요하다. 그리고 임명되어서 이 나라를 더 조지게 냅둬. 스스로 자멸하게 해서 뭣도 모르고 문재인이랑 조국 빨고있는 개돼지들 정신차리게 해야지. 그동안 다들 정신 꽉 붙들고 있어. 앞으로 대한민국 정세는 롤러코스터일테니까."""
6174,"""주딩만  살아있는  빨새\n그리고   머리카락   넘기는것"""
6175,"""사기꾼 집안이 따로 없네"""
6176,"""재앙이는 정상적인 종자들보다는 저런종자들을 좋아하지...특히 홍어족들..."""
6177,"""재산이 토탈 백억정도 된다매 정말 부럽다 돈도많고 권력까지 졌으니 천국이 따로없겠구나"""
6178,"""아주,적절한 인선이라 본다! 쓰레기통엔 쓰레기가 있어야지! 음식물이 있으면 안돤다! 음식물은 발효시켜 그나마 퇴비로 재활용 가능하나  쓰레기는 소각하거나 파묻어야되니 분리수거 측면에서 최고의  인선이라 할것이다!"""
6179,"""더러운색히 ㅋㅋㅋㅋㅋ"""
6180,"""끝판왕!!이네\n이래도\n임명할것이지\n개재앙씨!!"""
6181,"""쓰레기같은 넘!  대통령이란 자도 이런넘을 기용했어?"""
6182,"""자한당 니네 이번 검증 똑바로 해라 이번에도 무력하게 당하면 아무리 빨갱이가 싫어도 담선거에 니들 안뽑아준다"""
6183,"""이미 문통이  차기 대권 조국 차차기 김경수 다 정해놓았다  20대 피끊는 심장을 니들 수구 꼴통들이 알아?"""
6184,"""조국과 조국 동생부부 재산을 철저히 파헤치는데 총력을 다하라"""
6185,"""어떻게 일개대학교수가 많은 재산가가 될수있는가?그런사람을 민주당은 별문제없다고 말하다니 민주당이 정상적인집권당이라고 할수있겠나? 비양심적이고 비민주적인정당이 어떻게민주라는이름아래집권당으로 유지된단말인가? 국민들의의식이깨이지않는다면이부폐한정권에나라가엉망으로 변질될수있는것이아닌가?"""
6186,"""김진태가  대통령 되어야만   대한민국이  사는길임"""
6187,"""청문회할 가치도 없는인간을 청문회해야하나? 문죄인이 겁나는게 없네. 지 맘대로 하는것보면. 아베가대단하지. 아베 머리속엔 일본과. 일본국민과 일본의 역사밖에 없다. 우리나라에 이런 지도자가 있었나? 우리에겐 적이지만 일본이란 나라에겐 대단한 인물이다."""
6188,"""입영연기 5번은 뭐냐... 설명좀 해봐라"""
6189,"""진짜 비리 종합세트가 떴다. 끝판왕. 다 죽었어 이런 반전을 주다니 다이나믹 코리아네. 조국은 그러지 않을 듯 하더니만"""
6190,"""외교부장관만 봐도 나라가 휘청거린다 법무부까지 휘청거리게 만들려는 수작질이냐 적폐청산 언제하냐 이번정부 적폐청산했냐 말만 주둥아리 파이터들 인사적폐부터 정리해라 이따위로 국정운영이 아니라 아가리동호회네 청와대가 아가리동호회냐 수준미달에 인재도 없네"""
6191,"""그라고 국민들아 조금만 생각해봐라.. 조국의 이념이 좋거든 이ㅅㅐㄲㅣ 하는 행동좀 봐봐라.. 지는 자유민주주의의 단물 다 빨아 쳐먹고 국민들은 그럴필요 없다고 선동질하는데도 그렇게 지지해주는 이유는 대체뭐냐? 돈 받았니?"""
6192,"""순금은 시궁창에 있어도 순금이지만 도금된 가짜는 법무장관자리로 포장되어도 역시 가짜이다. 뭐 초록은 동색인줄 모르나 적어도 이양반은 국익은 물론이고 정작 문통에게도 짐이 되는 양반인데 눈에 콩깍지가 끼어 문통은 그 감성스런 외모와 포장된 학식 그리고 이미화된 행동에 놀아 나고 있는 것이다."""
6193,"""에라이!!! 이 ㅅㄲ야 나오질 마 \n가짜 폴리패써"""
6194,"""청문회 하면 뭐해 어차피 임명할텐데 에휴"""
6195,"""조국 그 자리는 당신같은 파렴치한 인간이 탐낼 자리는 아닌듯"""
6196,"""애새키 군대보내라"""
6197,"""재앙이가 임명 강행할듯"""
6198,"""한번에 무더기로 걸리는구만.... 완전 구더기가 따로 없네ㅉㅉ"""
6199,"""청문회 때문에 무너지겠군"""
6200,"""조국이아니라 좆      국 이였네"""
6201,"""조국 \""뭐라뭐라해도 문님은 날 임명한다.다들 알잔어\"""""
6202,"""참 더러운 서울대 교수    서울대생이 불쌍하다"""
6203,"""여권인사들은 마치 자신들이 정의를 독점한 듯이 떠들어서 꽤나 깨끗한 줄 알았더니만 뒤를 알아보면 추잡하기가 가장 오염된 사람들과 마찬가지네요. 이 사람들 위장에 정말 뛰어나네요. 거짓과 위선, 위장의 달인들. 썩 물러가라!!"""
6204,"""정의당 정신차려라 정의당 너희가 정말 서민을 위한 정당이라면 조국 법무장관 지명을 반대해야한다. 정의당이 반대하면 조국이 알아서 물러나거나 문재인이 철회할 수 밖에 없다. 그래도 강행한다면 정치적 부담이 상당할테니까."""
6205,"""어차피 장관임명 할텐데 뭐.."""
6206,"""이 정부의 인사 기준은 실력, 능력이 아니라 얼마나 충성할 수 있느냐 이다."""
6207,"""온통쓰레기들. 장관들이. 전부다. 쓰레기야"""
6208,"""그 동안 인사검증이 왜 그 모양 그 꼴이었는지 알겠네"""
6209,"""죽창 선동하던거 생각난다 야밤에 현웃음ㅋㅋ"""
6210,"""달창새끼들 대갈통에 뭐가 들었나 오함마로 쪼개서 보고 싶다"""
6211,"""여기서 웃긴게 문개인이 얼마나 무능력하면 인사힌사람이 그리 없다는뜻이지ㅎㅎㅎㅎ"""
6212,"""관상이 사기꾼이여"""
6213,"""만약 이번에도 문제가 있어도 임명한다면 국민을 위한 나라가 아님을..그래도 한나라를 대표하는 우리의 대통령이십니다.아무리 주위에 사람이 없어도 제발 눈과 귀를 열어 국민을 위한,나라를 위한 인재를 곁에 두시길..혼란스럽고 힘든 시기에 부디 현명한 결단들을 내리십시오."""
6214,"""토착 이중 인격자  오지다"""
6215,"""들어난게 이정도인데 등처먹은건 얼마나많을꼬"""
6216,"""정치인들이 쓰레기인건 알지만 겉으로 깨끗한척 정의로운척하며 국민들 속이는 좌빨들이 백배는 더 역겹다"""
6217,"""사퇴시키고 구속하라"""
6218,"""토착왜구를 벤치마킹한 조국아닌가?ㅋ국민들에게는 개혁과 좋은정치를 약속하고, 야권 시절에는 쓴소리를 마다하지 않았지ㅋ근데 그런 자신은 굉장히 부패한 개인 아닌가?ㅋ따라서 달달한 거짓으로 국민들을 유혹해서 그 다음에는 어떤 노다지를 크게 해먹으려고 하는거냐?ㅋ"""
6219,"""조국이는 가족까지 어쩜 다 사기꾼!!"""
6220,"""법무부장관 후보가 사법고시 통과 못한 것 자체가 말이 안되는데 검찰조사도 대형으로 받아야될 수준이라니..."""
6221,"""아들도 군대안가고 버팅기는데 달창개돼지보고 죽창들라하는거군"""
6222,"""좇국 이세끼 사노맹상 이순신 들먹였지 그래 이순신이 위장 전입 하고 빨갱이 짖 했냐? 이순신 재산이 기와집 99칸 이였냐?  이순신이 벌떡  일어 나겠다 ...."""
6223,"""사퇴하세요 조국님 역겹습니다."""
6224,"""와 5차례나 입영연기를 할 수 있구나 무슨 사유인지 궁금하다 나도 좀 써먹게"""
6225,"""차기 대통령은 누가 될진 모르지만 이제와달리 비서진이야 자기 사람 뽑지만 고위직 장관이나 공기업 사장은 그 분야에서 잔뼈가 굵은 소위 전문가를 뽑았으면 좋겠다. 보은 낙하산 또는 기 말만 따르는 충성스런 개보다는. 그래야 안정적인 나라 지속 발전 가능한 나라가 되지 않을까"""
6226,"""대깨문들에게 한마디만 물을께. 일제가 죽인 사람 더 많냐? 김일성이 죽인 사람 더 많냐?"""
6227,"""애들이나 똑바로 가르쳐라.  권력맛을알아서...."""
6228,"""이넘 청문회서 시간만때우면 무조건 임명하는 왕마귀가 뒤에있다고 무조건 대답회피내 참으로 대단한넘에 대단한왕마귀다 더운데 열만오르내써그럴"""
6229,"""죽창을 들어라"""
6230,"""다른장관두아닌 법무부입니다 잠나"""
6231,"""각하! 갈수록 더 가관입니다 각하! 이제는 더럽다 못해 추접 스럽습니다 적폐청산? 왜 한건지 정말 모르겠습니다"""
6232,"""나라가 어디까지 갈려나   험악한정치의 문가가 끝을 보여주네"""
6233,"""법무장관해라   글고  총선거치고  대선후엔\n거기 가  있겠지\n법은  코에 걸면  코걸   귀에걸면  귀걸\n정권 바뀌면  법원예산  교도소 예산  증액  해야지"""
6234,"""더불당도 정말 추잡스럽고 최악이네."""
6235,"""제발 문빠개돼지들이 정신차리길 바랍니다."""
6236,"""가지가지  하셧구만  공직에  잇단분이   참으로   얼굴두껍소"""
6237,"""이쯤되면 구속수사해야 하는거 아닌가???  위장 소송 위장이혼 위장매매.. 의심되는건가??"""
6238,"""스티브 잡스 코스프레 하던 조국은 이제 없고, 냉혹한 복수와 무자비한 칼날만 남은 조국이 검찰을 갈아 엎기 위해 모든게 준비되었다. 이건 니들이 원한거잖아. 적폐 청산과 복수. 좋다고 할 땐 언제고 이제 싫대? ㅋㅋㅋ"""
6239,"""청문회는 왜 하나? 이정부에서는 저런것들도 다 임명 강행되고 임명되고 나면 적폐사실도 다 덮히던디~"""
6240,"""림종석이가   공군1호기타고 레바논간이유  불산배달  트럼프  아베  알고있다"""
6241,"""강! 남! 좌! 파! 우덜식 정의! 똥싸도 개들이 닦아주니까 나는 오늘도 좌파하렵니다 !! ㅋㅋㅋㅋ"""
6242,"""돌려라 회전문.. 문통 다를것 같냐.. 다 똑같지 ..그놈은 그놈이지.. 정도에 차이지. 근데 이 정부 지들은 청렴한지 적폐 하는데.. 내가 보기에 도낀개낀인듯.. 조국이는 넘 얍샵해.. 페이스북에 올리는 글 보면 얍삽 그 자체.. 좀 적당히 해라.. 그리고 문통도 북한한테 좀 적당히 해하 쪽 팔린다"""
6243,"""5번 연기 쩐다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"""
6244,"""청문회 하면 머하나 문제 있어도 어짜피 걍 뽑을건데 ㅋㅋㅋ"""
6245,"""아들 군대안보낼려고작정하는구나 5번연기? 우와...권력이란좋은것이구나...그기다 어케세금덜아니 안내려고 이리저리요리 빼돌렸구나..이런도덕성에문제있는 사람을 법무장관?나라꼴잘돌안다...빨갱이자석같으니라구..."""
6246,"""좌빨들의 이중성,내로남불"""
6247,"""대깨문들은 고유정하고판박이네ㅡ전남편탓탓!!!(박근혜)!!정신차려라!!"""
6248,"""조국아 스스로 물러나라 욕심 부리다가 문재인까지 폐끼친다"""
6249,"""과거 주사파였던걸 봐준다고 하더라도 나머지는 도저히 용납할수없는 이건 감옥에 가야될 내용에요."""
6250,"""죽은 소머리정부 장관들 하나같이 적폐덩어리들이다.  OOO들을 임명하니 나라가 망해가는거다.  골수빨갱이, 내로남불달인들, 적폐대상, 무능무식한 OOO뿐이다, 이런개잡것들이 나라를 말아처먹고있는중이다.  조국저개ㅅ ㄲ는 적폐중의적폐며 권력욕에 미친 더러운 미친개다.\n 골수빨갱이 문재앙은 여적죄로 반드시 처단해야 국가가산다 . 토나온다, 캭~~퉷퉷."""
6251,"""양파네 완전"""
6252,"""이새끼는 양파수준이네 까도까도 계속 의혹만 불거지네 너도 부엉이 바위로 가야겠다"""
6253,"""문제인과 빗.ㅅ한 인간.."""
6254,"""나라를 팔아먹어야 큰 하자냐? 너네들의 눈높이는 도대체  어디냐? 일반 국민들도 저렇게는 안산다"""
6255,"""임명강행되면 문재인대통령을 영원히  뇌리에서지워벼려야지  지지하는 민주당도  내년총선에서보자"""
6256,"""개똥보다 더럽고  시궁창보다 썩은내나는눔 법무장관? 지나가는 똥OOO는게 나을듯"""
6257,"""개인적 망신에 집안 망신까지 장관해보려다 망한 것 같다. 수신제가 치국평천하를 먼저 가슴에 새겨야 할 듯"""
6258,"""역겹"""
6259,"""허구한날 과거사를 들춰내기 좋아하는 좌파~ 과거 주사파 사회주의 노동자혁명활동을 부끄럽지않다고  아직 반성하지않는 것은 우짜꼬?"""
6260,"""그래도 법무부 장관  임명하겠지..\n이 정권에서는 아무리 반대해도 낙마란 있을수 없지.\n국민과 너무 소통을 잘하니까..."""
6261,"""더 소오름은 이사람이 불과 얼마전까지 청와대 민정수석이었다는 사실;;; &gt;_&lt;"""
6262,"""가족사기단ㅡ기생충가족?"""
6263,"""이런 쓰뤠기는 왜 태어나는거야."""
6264,"""빨갱이 사형! 처형! 20 30 40 정신 차려라! 북한 정은 이는 절대 핵을 공유 하지 않는다! 이제 속지 말라! 북한 에는 자유가 없다! 남한의 자유를 소중히 여기고 민주 경제 안보 를 위한 당에 총선 에서 찍어 주자!~"""
6265,"""문제인 주견 인물들 전부 조사해라!  썩은 인간들이 많아보이네 그런놈들끼리 어울린다고... 모두 조사해라!"""
6266,"""토착 빨갱이들은 지들이 하면 문제 없데 ㅋㅋㅋ 75억이나 가짜 계약한놈인데 ㅋㅋㅋ 아 니들이 가짜구나. 가짜 진보 쓰레기 진보구나...그렇군 이제 이해가 되네...."""
6267,"""점점 나라가 혼란에 빠지고있다 구테타가 답이다 더이상 국민이 견디기 힘들다"""
6268,"""문재인님의 정신을 이어받아\n첫째 내로남불의 끝판왕\n둘째 사노맹 활동이 잘못이 아니다고?.\n세째 교수 하면서 수십억은 어떻게 벌었고  서민 선동질 하더니 니는 갑부 노릇하냐? ...지 아들 병역, 펀드 등 넘 많다. 이러니 어떻게 청와대에서 했겠냐? 미쳐가는\n대한민국이고 빨개가고 있다."""
6269,"""국민들 민중봉기한다. 이 인간은 진짜 그릇이 아니라 종지깜도 못되는 이중인격자아니냐"""
6270,"""비리의 화수분 조국"""
6271,"""더 파헤쳐서  어떤 인간인지   강남좌파의 민낮을  보여줘야 한다"""
6272,"""이렇게 질서없고 원칙없는 인사가 이루어지면 구테타가 일어난다 원칙이 없고 법을 무시하는 인사는 반드시 구테타가 일어난다 일어 나도 할말이 없는게 원칙을 어기는것은 똑같다 원칙없는 장관 입명이나 원칙없는 구테타나 똑같다"""
6273,"""법무부 장관에 이런 사람 이름이 거론되는거 자체가 문제다...이념부터 검증해라.. 왜 이러니 증말~~~"""
6274,"""까 고 염병 하고 자빠졌네!"""
6275,"""벌어지 같은놈"""
6276,"""여당=공산당. 당연히 올 오케이. 저런 인간이 되어야 빨랑 가속화로 망하지 한국. 언제부터인가 전부가 선동 데모단체가 이 나라를 이끌고 있으니 통탄 할 일이다. 더불어, 반감된 국가를 외친 녀석들이 청와대에 있으니. 불에 기름을 붓는 현 망조 작태. 지지자들아! 같이 망하자용."""
6277,"""좌빨관련뉴스는 다 최신순이네 ㅅㅂ"""
6278,"""최악의 역겨운 위.선.자"""
6279,"""모든 것을 얻은자, 모든 것을 잃을 것이다."""
6280,"""헐 조국 그렇게  안봤는데\n이사람 안되겠네"""
6281,"""비리   종합세트"""
6282,"""문재인 덩권이 이러면서 남들은 적폐로 몰아 생명줄을 죽이는  좌파주사파  ㅈ공산사회주의자들을  증오한다~~~"""
6283,"""먼 배짱으로 기어나와 탈탈 털리냐."""
6284,"""이것이 바로 적폐 아닌가요?? 적폐 중에 적폐를 그동안 비서실장 시킨것도 부족해서 장관까지 시킬라 그러네"""
6285,"""후안무치라는 말을 이 젓국이쉐뀌가 알려나? 봤냐? 씹딸창 개돼지니언넘들아.. 니들이 그렇~게 빠라대는 문죄인이가 제일 신뢰한다는 쉐끼의 수준이다.. 이 건뭐... 말그대로 개씨앙너므쉐이끼일세... 이런 쓰레귀만두 못한 쉐끼가 정의를 논하고.. 애국을 논하고.. 대학에서 학생들앞에서 진리를 저 더러운 주댕이로 놀리는 이런 젓같은 대한민국.. 이래서 반민특위 다시해야되... 나라가 비영쉰같아 친일하면서 산 일반사람들이 아니고 나라망해도 왕권지키고 지들만 호이호식할려했던 이왕가하고 좃선의 씹선비 후손새끼들 찾아서 연좌죄로 죄를물어야해.."""
6286,"""부정부패의   대표적인   놈이네\nOOO야  좊   빠는  소리 하지말고\n집에  처박혀서  죽을날만기다려라"""
6287,"""나는 이런 인간을 위선자 내로남불의 끝판왕외에 뭐라고 부를지 알지 못한다"""
6288,"""어찌 이런자를  장관후보자라니....\n추천한자는 바보멍충이 인가요."""
6289,"""좌빨의 내로남불은 언제나 명불허전!"""
6290,"""죽창에 맞아 죽을놈은 따로있었네? 구역질 날만도하다,그 썩은내가 니 몸에서 난거였으니? 홧팅 죽창텀블러 조국!!!"""
6291,"""이거 쉴드치는 놈도 조사하자. 쉴드 칠걸 쳐야지"""
6292,"""무능한 문재인을 한심한 김정은에게 겁먹은 개라는 소릴 듣게  만든 일등공신  개조국"""
6293,"""대한민국  말아  묵을  작정이네\n 당장  사퇴  해라"""
6294,"""야야 더럽다 걍 시켜줘라.문재앙이 어차피 결정할거 되돌리것냐? 헌법조무사 김제동이 법무부장관 될까 조마조마해 미치것다"""
6295,"""저런 인간이 청와대 민정수석을 했었다니.."""
6296,"""비리 .부정.부패 백화점  조국"""
6297,"""조국은 청문회 준비 잘할 필요 없고, 적당히 얼버무려도 된다. 청문회 채택 여부에 상관없이 문재인은 임명해준다."""
6298,"""ㅋㅋㅋㅋㅋ 저인간을 문재인이 대통령 후보로 내정했다지?"""
6299,"""조국을 끄집어내리기보단 문재인 저 또라이 먼저 목아지잡고 개끌듯이 끌어내리는것이 시급하다."""
6300,"""종합선물세트냐?"""
6301,"""와~  좌파색휘 종합선물세트 끝판왕이네"""
6302,"""만능 재주꾼. 못하는 일이 없다."""
6303,"""쓰레기  ㅠㅠ \n자본주의 보호아래 온갖 혜택과\n나쁜짓하면서  적폐짓 해놓고선"""
6304,"""조국은 민주당과 문정권의 대표주자~ 이 정도면 문정권의 실체를 알겠구먼"""
6305,"""공감순 표시 못하네요. \n\n못하지...얼마나 두렵고 걱정되겠습니까 ? 공감순 표시하면 떡 되는 거지요.\n참 비겁합니다. 댓글에 공감순 표시도 못하는 현실....."""
6306,"""법무부 장관은 법조인 출신 중 단 한번도 범죄 의혹이 없는 사람만 해야 함. 청렴하고 교도소 증설을 추진하고 가석방을 막고 사형집행을 할 수 있는 자. 사형 집행 전에 충분한 증거가 있는 자들만 골라서 사형하는 의지가 있는 자. 강력범죄 매년 60만명 중 10만명을 사형 시킬 수 있는 자 . 이런 자가 법무부 장관을 해야 함."""
6307,"""강도가 경찰청장 되자는거나 간첩이 국방부장관 하자는거와 비슷하다.ㅡ문죄인의 정신이 의심된다."""
6308,"""내로남불의 최종병기"""
6309,"""비리종합 선물세트  조국!!!  공수처 만들려고 한게 본인 비리 덮기위한건 아니것지?ㅋ"""
6310,"""일본산불매운동보다 더시급한건 캐도캐도 끝도없는 비리의혹 조국부터 의혹조사하라고 하고 한국에 필요없다고 블매운동 부터해야되겠다"""
6311,"""그 참, 완전 썩어빠진 자가 법무장관 하는 것 아닌가요? 어이가 없어요"""
6312,"""이게 진보를 가장한 주사파좌빨의 민낯이다..사퇴하라!"""
6313,"""가족 사기단급이네"""
6314,"""그 동네 조금만 아는 사람이라면 충분히 상상가네...권력을 통해 큰 몫을 챙기려 했다는 것을...그리고 우리에게는 죽창가를 외쳤어? 지는 자본주의를 최대한 이용해 돈을 벌고?"""
6315,"""문산군은  그래도 임명한다."""
6316,"""자주 TV에 얼굴나와서 참신한 인재인가 했더니, 아주 실망 스런 일이 매일 하나씩 터지네!"""
6317,"""로맨틱  하네요"""
6318,"""조국은 정말 선동의 대가다."""
6319,"""더불어 공산당은 대한민국의 심판이 필요합니다."""
6320,"""네 이름이 조국 맞냐? 사노맹 친북활동 할때 조국이라고 이름 바꾼거냐?  네 조국은 북한이냐 중공냐?"""
6321,"""어짜피 망가지는거 장관 해처 묵던지 말던지~~~"""
6322,"""발가벗겨지면서 장관해야하나~"""
6323,"""개판..소대가리랑 잘해봐"""
6324,"""문재인은 숫컷 박근혜인 셈이지"""
6325,"""아 그래서 선동질을 잘하는구나 조국 무섭데이 사상이"""
6326,"""조국님 \n정치는 하시더라도 절대절대로 학생 가르치는 교수는 하지마시길~~~"""
6327,"""이놈도부자야  50억 ㄷㄷ 모 나오면 다 50억  100억이네 다 닭그네보다 부자야 . 좋겟다"""
6328,"""적폐=조국\n\n적폐가 지들 밥그릇 더 챙길라고  ㅋㅋ"""
6329,"""역대급이네 ㅋㅋ"""
6330,"""좌  빨 알 놈들 우병우는 존나까면서 쉴드치는거보소"""
6331,"""역시 까보니 좃국이 입만 애국자네....뒷구멍으론 온갖 추잡한짓은 다하고..구역질난다"""
6332,"""문재인이가 조국임 명하면 광화문 촛불시위하러  함 가바야것딘"""
6333,"""이런 유혹들이 사실이면 민주당에 속았다란말 밖에 할말이없다..조국이 선출한 장관들과 민주당이 했던것이 국민 희롱이였다는것이네..짜증난다.확실햐게 밝히고 넘어가야한다."""
6334,"""😲중국공산당  조국 사모펀드에 단기간 6000억 투자  라고 떴다는데   이게 사실 일 수 있는 겁니까? 사실이 아니겠죠?\nhttps://youtu.be/Z5-zjaGfVUM"""
6335,"""그동안 주사파 운동권들 다 잘만 임명해 왔잖아. 또 되겠지 머 진짜 이번정권은 꼴도 보기 싫다"""
6336,"""입영연기는 정말 ㅠ"""
6337,"""나 오늘 처음으로 sex할지도 모른다. 대략 10시쯤! 긴장돼네"""
6338,"""내로남불의 신이네 진짜ㅋㅋㅋㅋㅋㅋ"""
6339,"""이게 큰 하자가 없는거면 도대체 얼만큼 앰생이여야 하자가 있는거냐?"""
6340,"""의혹이 너무 많다  한국당은  철저하게 발혀야 한다"""
6341,"""청문회 하루만 버티면  장관된다  = 조국  ^^"""
6342,"""역시 내로남불"""
6343,"""문재인 주위에는 제대로된 사람이 없네"""
6344,"""좌빨들의이중성 빡친다"""
6345,"""인사평가기준이 바뀐 시점이 중요한게 아니라 그전부터 문제로 지적됐었던것들이 해당이 된다는게 \n문제지 정녕 그바닥에 위장취업은 필수였나?? \n안한이를 찾기가 힘드네 위장취업해서 몰한거냐?\n다른 사람으로 바꿔라 책잡힐게 많은거같은데 \n왜? 굳이? 조국이냐 일 잘하는것도 솔직히 모르겠다"""
6346,"""이 정도면 종합비리세트 네요."""
6347,"""앞으론 국회의원들도 국민들이 청문회좀하자~만약 당선됬는데 문제생기면 선거비 다 토해내는거로해서~ok???"""
6348,"""동생즨부인에게 매도 ?  다시 임대차계약 ?  위장이혼 ? 참 구차하구나......"""
6349,"""그래도 문재인은 임명한다 ㅋㅋㅋ"""
6350,"""국가를 전복시키려 했던자가 법무부장관?그렇다고 전향하거나 반성하지도 않고 그걸 아무렇지도 생각지않는 개돼지 국민들~나라가 안망하는게 이상스럽다"""
6351,"""이번에도 강제로 임명하면 그냥 들고 일어나는 수밖에 어떻게 지켜고 어떤 수모를 당하면서 지켜왔는데  이대로는 더이상 지켜보고만 있지 맙시다 우리 자식들을 위해서라도"""
6352,"""좃꾸기가 국쏟고 x데고  재산잃고 이혼하고 거지되겠네 쌤통이다"""
6353,"""아무소용없다.  청문회 보고 채택 안해도\n결국임명  을 강행하며  국회 를 무시할텐데\n그냥  국민의 뜻은  배제되는 한편의 쇼를\n볼뿐이다."""
6354,"""역대 장관 후보자 중에서 가장 개 쓰렉~ 색히~! 종간나 골수 빨갱 색히가 가장 추잡한 짓거리는 다했네~ 이런걸 빨아대는 OOO은 뭐냐~ 종교냐? ㅋㅋㅋㅋㅋ 좌빨 여자들 뿐만 아니라 생각없는 개돼지녀들한테 호감 쩐다면서~ 그냥 니들은  미친 개돼지~ 골이 벼서 편육으로도 못해먹을 개사료같은 물건들"""
6355,"""진짜.    쓰레기네"""
6356,"""진짜.    쓰레기네"""
6357,"""문재인이 제일 나쁜시키다 일부러 국민선동하려구 조국을 내세운거다 결국 조국이 법무부장관되고 결국은 또 국민들을 편가르기 해서 한일 반미로 감정몰이로 죄파 우파 싸움으로 몰고나서  표 싸움가려는게 눈에 보인다.  진짜 나쁜자식은 문재앙이다."""
6358,"""조국에게 법무부맡기는건 대한민국 망하는거 시간문제"""
6359,"""나라 팔아 먹어도 임명될테니까 권력 이용해서 정보 수집하고 돈불리겠지...문재인 옆에 있음 걱정이 없어....."""
6360,"""국민이 뭐라하던 야당국회의원이 뭐라하던 먼 상관이야ㅡㅡ여당 국회의원이 밀어주고 당겨주고 막아 주는데...문재인대통령이 임명 할꺼고....하기사 음주전과자도 국방부장관하고  나라경제 말아먹는 인간도 대사로 나가는데...개ㅡ막하던 삼도 통일부장관 하고... 근데....그래도 이건 아니잖ㅇ법무부장관이랑 질적으로 다르잖아ㅡ나라을 전복하려던 세끼가 법무부장관ㅡ죽창이니 뭐니 지껄이던 세이가 법무부장관 이건 아니지ㅡOOOㅡㅡㅡ나랏꼴 잘 돌아간다ㅡㅡㅡㅡ"""
6361,"""야 더러븐자슥아  구석구석 부패구나\n너같은인간이 정의로포장하고 국정을운영하다니\n에라이 쪼다정권색 키들  다뒤져라"""
6362,"""이런 쓰레기가 민정수석이였다는게...  이런 새끼도 더 잘하라는 걸로 알겠다며 임명하겠지..."""
6363,"""이 자야말로 자기들이 그토록 울거먹던 적폐청산 의 제1순위구먼..."""
6364,"""법꾸라지색이"""
6365,"""민주주의 고마움도 모르고 사회주의 찬양하는 정신나간놈"""
6366,"""법무부장관이라고? 말이 된다냐!! ㅅ아주 도랏구만 도랏서"""
6367,"""뭐 그래도 뭐합니까.. 문재인은 그냥 시킬거 같습니다.."""
6368,"""요즘 페북이 조용하다 했더니 ㅋㅋ\n개재앙 ㅉㅉ"""
6369,"""진짜 적폐네 ㅋㅋㅋㅋ적폐의 끝판왕^^"""
6370,"""문 똘마니들~ 소머리 국밥 먹었냐 ~  김정은이가 먹어라 안하던가 ?"""
6371,"""이런 잡어를 그대로 어항에 넣는다면 이 개가튼 나라는 영구히 멸해야 맞다"""
6372,"""어차피 임명될꺼   앞서  그랬듯이 모두 통과됐다 \n우덜을  막을자는  세상에  없음이라"""
6373,"""고노회찬의원이 그정도건으로 자살했으니 이나라 정치인들은 한사람도 살아있음 안되지요."""
6374,"""나도 진보지만 진보의 지들끼리 관대함은 치를떤다"""
6375,"""보다보다 이리추악힌건  또오랫만일세"""
6376,"""법무부 장관은  한점 법위반이 없는 사람이 해야지 법을 위반해서 처벌을 받고 사면 복권을 밭았다고 해서 지명하면 돼냐?  선출직 대통렁이나 국회의원이라면 또 모르겠다. 지명직은 이러면 만되지."""
6377,"""알면알수록 치가 떨리는 정권.."""
6378,"""대단하다 ~~~~~~~내로남불~~~~~~~내로감불~~~~~~내로남불~~~~~~~~"""
6379,"""대 대  대단한 위를 가졌다 소화는 다하냐\n터지기 일보직전인것같다"""
6380,"""방구석애서 부들부들 트위터 하는게 딱 어울려ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ\n법무부장관? 없어도 되 그거 ㅉㅉㅉ"""
6381,"""그냥한마다로 OOO 그런자를 또임몀하는자식은 쓰레기보다도못하놈"""
6382,"""앞에선  분배평등정의 떠들고    뒤로는 지 재산 끍어모을 생각만하고  있었구만."""
6383,"""대통령 욕보이지말고 학교로 돌아가라\n그기서 환영받고 말고는 그 다음문제다"""
6384,"""이 기회에 자식새끼나 빨리 군대보내. 나이지나서 면제받으려하지말고."""
